2019-03-21 12:28:50,754 [Worker-118] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.practice.NewFramework:MyFramework:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\Documents\CCB_Last_Data\Personal\workspace\MyFramework\pom.xml.
2019-03-21 12:28:51,057 [Worker-118] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /MyFramework/src/main/java
2019-03-21 12:28:51,058 [Worker-118] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /MyFramework/src/main/resources
2019-03-21 12:28:51,059 [Worker-118] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /MyFramework/src/test/java
2019-03-21 12:28:51,059 [Worker-118] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /MyFramework/src/test/resources
2019-03-21 12:28:52,026 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:28:52,041 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:28:52,043 [Worker-118] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:28:52,045 [Worker-118] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:29:14,832 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:29:14,835 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:29:14,838 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2019-03-21 12:29:14,841 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2019-03-21 12:29:50,485 [Worker-118] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.practice.NewFramework:MyFramework:0.0.1-SNAPSHOT @ C:\Users\ramandeep.singh.nagi\Documents\CCB_Last_Data\Personal\workspace\MyFramework\pom.xml.
2019-03-21 12:29:52,260 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/com/google/code/gson/gson/2.8.5/gson-2.8.5.jar
2019-03-21 12:29:53,585 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/com/google/code/gson/gson/2.8.5/gson-2.8.5.jar
2019-03-21 12:29:53,762 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/commons/commons-lang3/3.8.1/commons-lang3-3.8.1.jar
2019-03-21 12:29:56,022 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/commons/commons-lang3/3.8.1/commons-lang3-3.8.1.jar
2019-03-21 12:29:56,185 [Worker-118] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/httpcomponents/httpclient/4.5.6/httpclient-4.5.6.jar
